,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.01667795266693786,0.9514451074205623,0.16778221291925402,0.2111232461345193,0.4698696018011092,0.0707098701032206,0.2168231877384591,0.9579714864948701,0.8999493266660605,0.024861068562794745,0.9689311998440845,0.7641164786384744,0.8665742235215674,0.949930944704223,0.9260647850524047,0.8234384244092258,0.49324964520141673
1,0.01667795266693786,0.0,0.9469655064529234,0.23499317125067,0.001583098299382699,0.9866513395966812,0.15965486331290515,0.06626076519385912,0.9950560060832336,0.507997020296267,0.2723526547416441,1.0,0.7777043504060026,0.4858548187041523,0.8515718197826487,0.954962051517098,0.9615415265446159,1.0
2,0.9514451074205623,0.9469655064529234,0.0,0.9930759107913176,0.9070307863945318,0.00982514243116699,0.9725041366799497,0.9977845498960792,0.011215191919952043,0.5585534038442689,0.9113232908313049,0.01920057145846692,0.8022029628336738,0.6933138114753087,0.0019396102252216565,0.3036662740285526,0.7996751190703547,0.320650132323244
3,0.16778221291925402,0.23499317125067,0.9930759107913176,0.0,0.07589090327377468,0.9903922202824087,0.8211118243228238,0.27937648507317797,1.0,0.407330768783983,0.18051847538514018,1.0,0.41597680382912217,0.41431123148901255,0.7156207179498023,0.6768053140810999,0.8036443174779577,0.7218242290150033
4,0.2111232461345193,0.001583098299382699,0.9070307863945318,0.07589090327377468,0.0,1.0,0.4181351672434228,0.1719531949688303,1.0,0.7033112423799781,0.19239946862141372,0.9973313208416534,0.4224506016471519,0.33846181538903064,0.733011513073134,0.9403896897967378,0.7683134893309091,0.9993397880611742
5,0.4698696018011092,0.9866513395966812,0.00982514243116699,0.9903922202824087,1.0,0.0,0.8780715498143374,1.0,0.010398043242384913,0.9765077899123837,1.0,0.008052281049443335,0.7508265031328901,0.7210104807717975,0.22184087019574067,0.4789769956141986,0.2929350937816361,0.08567969825127658
6,0.0707098701032206,0.15965486331290515,0.9725041366799497,0.8211118243228238,0.4181351672434228,0.8780715498143374,0.0,0.5165799636713428,0.4329651455815093,0.7173460944576887,0.7786371371343658,0.8582145620688095,0.4740586477171264,1.0,0.15800324784470704,0.8193538218426735,0.8503924449160531,0.5638241230103087
7,0.2168231877384591,0.06626076519385912,0.9977845498960792,0.27937648507317797,0.1719531949688303,1.0,0.5165799636713428,0.0,0.8540181449403933,0.7842100436131448,0.2604892209852065,0.8509520949603673,0.5999216672660832,0.44606921298744373,0.9813077708923286,0.9491759869239692,0.9433437432383689,0.9965572950826026
8,0.9579714864948701,0.9950560060832336,0.011215191919952043,1.0,1.0,0.010398043242384913,0.4329651455815093,0.8540181449403933,0.0,0.8183118641740293,0.9132733497023681,0.004948040987827091,0.767502044543375,0.9090588873588857,0.009588551673812156,0.2987386334332928,0.8490149925145455,0.36240535926939593
9,0.8999493266660605,0.507997020296267,0.5585534038442689,0.407330768783983,0.7033112423799781,0.9765077899123837,0.7173460944576887,0.7842100436131448,0.8183118641740293,0.0,0.8791571649818977,0.839463181331601,0.3329084672538861,0.33065570130804395,0.9509089300332558,0.9030911357775412,0.8822673112488841,1.0
10,0.024861068562794745,0.2723526547416441,0.9113232908313049,0.18051847538514018,0.19239946862141372,1.0,0.7786371371343658,0.2604892209852065,0.9132733497023681,0.8791571649818977,0.0,0.9034078134241792,0.781615181249601,0.28947692728083896,0.7782775450011472,0.7457446135793449,0.7798673550973443,1.0
11,0.9689311998440845,1.0,0.01920057145846692,1.0,0.9973313208416534,0.008052281049443335,0.8582145620688095,0.8509520949603673,0.004948040987827091,0.839463181331601,0.9034078134241792,0.0,0.7604104891318029,0.6695671261073423,0.22163301698150378,0.09152459413912536,0.46795179889629307,0.16071336476787118
12,0.7641164786384744,0.7777043504060026,0.8022029628336738,0.41597680382912217,0.4224506016471519,0.7508265031328901,0.4740586477171264,0.5999216672660832,0.767502044543375,0.3329084672538861,0.781615181249601,0.7604104891318029,0.0,0.3197595200790713,0.7185337245001927,0.8787687702191805,0.2122855061455763,0.8411030012139361
13,0.8665742235215674,0.4858548187041523,0.6933138114753087,0.41431123148901255,0.33846181538903064,0.7210104807717975,1.0,0.44606921298744373,0.9090588873588857,0.33065570130804395,0.28947692728083896,0.6695671261073423,0.3197595200790713,0.0,0.9905080329676589,1.0,0.8391013695569683,0.8087985501842484
14,0.949930944704223,0.8515718197826487,0.0019396102252216565,0.7156207179498023,0.733011513073134,0.22184087019574067,0.15800324784470704,0.9813077708923286,0.009588551673812156,0.9509089300332558,0.7782775450011472,0.22163301698150378,0.7185337245001927,0.9905080329676589,0.0,0.4372238087690383,0.9139425004210938,0.18459960098701944
15,0.9260647850524047,0.954962051517098,0.3036662740285526,0.6768053140810999,0.9403896897967378,0.4789769956141986,0.8193538218426735,0.9491759869239692,0.2987386334332928,0.9030911357775412,0.7457446135793449,0.09152459413912536,0.8787687702191805,1.0,0.4372238087690383,0.0,0.6837242660895969,0.26490759354254795
16,0.8234384244092258,0.9615415265446159,0.7996751190703547,0.8036443174779577,0.7683134893309091,0.2929350937816361,0.8503924449160531,0.9433437432383689,0.8490149925145455,0.8822673112488841,0.7798673550973443,0.46795179889629307,0.2122855061455763,0.8391013695569683,0.9139425004210938,0.6837242660895969,0.0,0.7619995440890467
17,0.49324964520141673,1.0,0.320650132323244,0.7218242290150033,0.9993397880611742,0.08567969825127658,0.5638241230103087,0.9965572950826026,0.36240535926939593,1.0,1.0,0.16071336476787118,0.8411030012139361,0.8087985501842484,0.18459960098701944,0.26490759354254795,0.7619995440890467,0.0
